,variance,similarity,delta_mod,size,nodes_num,nb_communities,modularity
60,3.2074497927592577e-10,0.9922203837856003,5.9697848395615094e-05,10,108,3,0.08144404735313826
61,0.0,1.0,0.0,10,108,3,0.08144404735313826
62,1.0234066021828835e-08,0.984403534190724,0.00031039527354026486,10,108,3,0.08175444262667853
63,7.661274851366035e-08,0.9867974464085308,0.0009226336007662483,10,108,3,0.08267707622744477
64,1.925929944387236e-34,1.0,0.0,10,108,3,0.08267707622744477
65,1.925929944387236e-34,1.0,0.0,10,108,3,0.08267707622744477
66,1.925929944387236e-34,1.0,0.0,10,108,3,0.08267707622744477
67,1.925929944387236e-34,1.0,0.0,10,108,3,0.08267707622744477
68,3.541891779220871e-08,0.9922203837856003,0.000627330479910343,10,108,3,0.08330440670735512
69,8.291192925500705e-11,0.9845767367007586,3.03519959539561e-05,10,108,3,0.08333475870330907
70,0.0,1.0,0.0,10,108,3,0.08333475870330907
71,1.3000837134811336e-08,0.9922074995698318,0.0003800707117660451,10,108,3,0.08371482941507512
72,0.0,1.0,0.0,10,108,3,0.08371482941507512
73,2.104987628164808e-09,0.9923744869823194,0.00015293381386748128,10,108,3,0.0838677632289426
74,1.925929944387236e-34,1.0,0.0,10,108,3,0.0838677632289426
75,1.925929944387236e-34,1.0,0.0,10,108,3,0.0838677632289426
76,1.925929944387236e-34,1.0,0.0,10,108,3,0.0838677632289426
77,1.925929944387236e-34,1.0,0.0,10,108,3,0.0838677632289426
78,1.925929944387236e-34,1.0,0.0,10,108,3,0.0838677632289426
79,1.925929944387236e-34,1.0,0.0,10,108,3,0.0838677632289426
80,1.925929944387236e-34,1.0,0.0,10,108,3,0.0838677632289426
81,1.925929944387236e-34,1.0,0.0,10,108,3,0.0838677632289426
82,1.68881762078522e-08,0.9926536133184486,0.00043318171973141806,10,117,3,0.13547140810657793
83,6.830445998193406e-09,0.9852932084539905,0.00027548837439059226,10,117,3,0.13574689648096852
84,5.180108646206536e-08,0.9802584643172445,0.0007586617344747804,10,117,3,0.1365055582154433
85,0.0,1.0,0.0,10,117,3,0.1365055582154433
86,7.847293227449666e-07,0.992707006852912,0.002952831640504805,10,117,3,0.1394583898559481
87,7.703719777548943e-34,1.0,0.0,10,117,3,0.1394583898559481
88,3.1540661806113076e-08,0.9781397758047158,0.000547176909134417,10,117,3,0.14000556676508252
89,2.7794879687655902e-08,0.9803910578404131,0.0005557265483396578,10,117,3,0.14056129331342218
90,2.580082321184003e-08,0.9927705316951138,0.0005354211552272559,10,117,3,0.14109671446864944
91,1.3490658764374468e-08,0.9784371356753119,0.00032916110940117704,10,117,3,0.1414258755780506
92,7.034768516134393e-08,0.9725604830725907,0.0008481954561517513,10,117,3,0.14227407103420237
93,1.0034684561001725e-08,0.9783699726078233,0.0003339109089596226,10,117,3,0.142607981943162
94,4.368552575484664e-08,0.9491743413348179,0.0006891959159323613,10,117,3,0.14329717785909435
95,4.621323734707169e-07,0.9685825630773299,0.0022660106243516664,10,117,3,0.14556318848344602
96,5.632889441053137e-07,0.9610227880693938,0.0025119314964908712,10,117,3,0.1480751199799369
97,4.099975210415808e-08,0.9926667474146083,0.0006749465172569691,10,117,3,0.14875006649719386
98,7.703719777548943e-34,1.0,0.0,10,117,3,0.14875006649719386
99,2.4445327777091e-07,0.9778781025565745,0.0014420391459480375,10,117,3,0.1501921056431419
100,0.0,1.0,0.0,10,117,3,0.1501921056431419
101,0.0,1.0,0.0,10,117,3,0.1501921056431419
102,2.3617470082528667e-08,0.9926851883216291,0.0005122658823797643,10,117,3,0.15070437152552166
103,0.0,1.0,0.0,10,117,3,0.15070437152552166
104,0.0,1.0,0.0,10,117,3,0.15070437152552166
105,4.792000633526507e-08,0.9928255988910526,0.0007296879571681847,10,117,3,0.15143405948268984
106,7.703719777548943e-34,1.0,0.0,10,117,3,0.15143405948268984
107,7.703719777548943e-34,1.0,0.0,10,117,3,0.15143405948268984
108,1.4875193507176307e-09,0.9872593065070141,9.64209310367059e-05,10,117,3,0.15153048041372655
109,0.0,1.0,0.0,10,117,3,0.15153048041372655
110,1.328463675675011e-07,0.9852198308274763,0.0011638196368113363,10,117,3,0.15269430005053788
111,0.0,1.0,0.0,10,117,3,0.15269430005053788
112,1.2310848456528353e-08,0.9780846420363087,0.00037380922525068194,10,117,3,0.15306810927578857
113,8.187296633830982e-11,0.9781722398387697,3.0161227196207063e-05,10,117,3,0.15309827050298477
114,7.703719777548943e-34,1.0,0.0,10,117,3,0.15309827050298477
115,7.703719777548943e-34,1.0,0.0,10,117,3,0.15309827050298477
116,7.703719777548943e-34,1.0,0.0,10,117,3,0.15309827050298477
117,4.1986613480049844e-08,0.9927034680673371,0.0006830211765063432,10,117,3,0.15378129167949112
118,7.703719777548943e-34,1.0,0.0,10,117,3,0.15378129167949112
119,1.2226904427492651e-08,0.9926901131347917,0.00036858444573639737,10,117,3,0.15414987612522751
120,7.703719777548943e-34,1.0,0.0,10,117,3,0.15414987612522751
121,4.1429275533257425e-08,0.9776884514729198,0.0006283984815840804,10,117,3,0.1547782746068116
122,0.0,1.0,0.0,10,117,3,0.1547782746068116
123,1.6918665287996858e-07,0.9793858052359122,0.0010321314440530638,10,117,3,0.15581040605086466
124,7.703719777548943e-34,1.0,0.0,10,117,3,0.15581040605086466
125,1.3855511103352063e-07,0.9928011053512336,0.0012407663896583376,10,117,3,0.157051172440523
126,0.0,1.0,0.0,10,117,3,0.157051172440523
127,3.14599005131364e-08,0.9924771533849324,0.00059123130003913,10,117,3,0.15764240374056213
128,0.0,1.0,0.0,10,117,3,0.15764240374056213
129,0.0,1.0,0.0,10,117,3,0.15764240374056213
130,0.0,1.0,0.0,10,117,3,0.15764240374056213
131,0.0,1.0,0.0,10,117,3,0.15764240374056213
132,0.0,1.0,0.0,10,117,3,0.15764240374056213
133,0.0,1.0,0.0,10,117,3,0.15764240374056213
134,1.4843123620190834e-10,0.9927680042594543,4.061078622483172e-05,10,117,3,0.15768301452678696
135,7.703719777548943e-34,1.0,0.0,10,117,3,0.15768301452678696
136,7.703719777548943e-34,1.0,0.0,10,117,3,0.15768301452678696
137,7.703719777548943e-34,1.0,0.0,10,117,3,0.15768301452678696
138,7.703719777548943e-34,1.0,0.0,10,117,3,0.15768301452678696
139,7.703719777548943e-34,1.0,0.0,10,117,3,0.15768301452678696
140,7.703719777548943e-34,1.0,0.0,10,117,3,0.15768301452678696
141,7.703719777548943e-34,1.0,0.0,10,117,3,0.15768301452678696
142,7.703719777548943e-34,1.0,0.0,10,117,3,0.15768301452678696
143,1.232595164407831e-32,1.0,0.0,10,2708,106,0.806871750311334
144,1.232595164407831e-32,1.0,0.0,10,2708,106,0.806871750311334
145,1.232595164407831e-32,1.0,0.0,10,2708,106,0.806871750311334
146,1.232595164407831e-32,1.0,0.0,10,2708,106,0.806871750311334
147,5.787596409670901e-09,0.9997176389648164,0.0002539012776694438,10,2708,106,0.8071256515890034
148,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8071256515890034
149,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8071256515890034
150,1.0944788879531291e-09,0.9998437060693078,0.00011027636434346455,10,2708,106,0.8072359279533469
151,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8072359279533469
152,4.189034237375607e-11,0.999859291390425,2.1574249664757517e-05,10,2708,106,0.8072575022030116
153,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8072575022030116
154,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8072575022030116
155,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8072575022030116
156,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8072575022030116
157,3.901404252643006e-11,0.9998548162669118,2.0820407330424118e-05,10,2708,106,0.807278322610342
158,1.232595164407831e-32,1.0,0.0,10,2708,106,0.807278322610342
159,1.232595164407831e-32,1.0,0.0,10,2708,106,0.807278322610342
160,1.232595164407831e-32,1.0,0.0,10,2708,106,0.807278322610342
161,1.232595164407831e-32,1.0,0.0,10,2708,106,0.807278322610342
162,5.979539481082251e-09,0.9996942344295184,0.00023921930077608344,10,2708,106,0.8075175419111181
163,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8075175419111181
164,6.028852517016341e-12,0.9998547544031189,8.18457391615901e-06,10,2708,106,0.8075257264850343
165,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8075257264850343
166,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8075257264850343
167,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8075257264850343
168,2.0840042607236822e-10,0.9998554267300787,4.812026901102051e-05,10,2708,106,0.8075738467540453
169,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8075738467540453
170,2.445108855982364e-10,0.9998542003228096,5.212281283428766e-05,10,2708,106,0.8076259695668796
171,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8076259695668796
172,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8076259695668796
173,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8076259695668796
174,9.209730958497783e-10,0.9998634571530343,0.00010115846182268129,10,2708,106,0.8077271280287023
175,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8077271280287023
176,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8077271280287023
177,9.39398764277831e-15,0.999867251107709,3.230752860794439e-07,10,2708,106,0.8077274511039884
178,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8077274511039884
179,3.236876929744441e-09,0.999867246470878,0.00018964519297726135,10,2708,106,0.8079170962969656
180,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8079170962969656
181,2.0176905362570543e-10,0.9998502322279117,4.734847804965803e-05,10,2708,106,0.8079644447750153
182,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8079644447750153
183,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8079644447750153
184,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8079644447750153
185,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8079644447750153
186,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8079644447750153
187,8.981116091609554e-13,0.9998701262051843,3.158958353566277e-06,10,2708,106,0.8079676037333688
188,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8079676037333688
189,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8079676037333688
190,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8079676037333688
191,5.808782699672904e-10,0.9998600641587215,8.033805449247922e-05,10,2708,106,0.8080479417878613
192,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080479417878613
193,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080479417878613
194,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080479417878613
195,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080479417878613
196,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080479417878613
197,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080479417878613
198,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080479417878613
199,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080479417878613
200,2.7055728201696875e-11,0.9998588096922745,1.7338373690778397e-05,10,2708,106,0.8080652801615521
201,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080652801615521
202,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080652801615521
203,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080652801615521
204,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080652801615521
205,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080652801615521
206,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8080652801615521
207,4.27309303055523e-11,0.9998595100576758,2.1789633188884494e-05,10,2708,106,0.808087069794741
208,1.232595164407831e-32,1.0,0.0,10,2708,106,0.808087069794741
209,1.232595164407831e-32,1.0,0.0,10,2708,106,0.808087069794741
210,1.232595164407831e-32,1.0,0.0,10,2708,106,0.808087069794741
211,9.170554550789611e-10,0.9998637714499763,0.00010094307829877636,10,2708,106,0.8081880128730398
212,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081880128730398
213,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081880128730398
214,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081880128730398
215,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081880128730398
216,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081880128730398
217,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081880128730398
218,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081880128730398
219,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081880128730398
220,5.360951592675914e-12,0.9998547031663626,7.717909613846885e-06,10,2708,106,0.8081957307826536
221,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081957307826536
222,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081957307826536
223,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081957307826536
224,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081957307826536
225,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8081957307826536
226,1.15076348682787e-11,0.9998546875204071,1.1307635015667117e-05,10,2708,106,0.8082070384176693
227,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8082070384176693
228,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8082070384176693
229,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8082070384176693
230,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8082070384176693
231,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8082070384176693
232,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8082070384176693
233,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8082070384176693
234,1.232595164407831e-32,1.0,0.0,10,2708,106,0.8082070384176693
235,0.0,1.0,0.0,10,3279,438,0.8696482272030976
236,0.0,1.0,0.0,10,3279,438,0.8696482272030976
237,0.0,1.0,0.0,10,3279,438,0.8696482272030976
238,0.0,1.0,0.0,10,3279,438,0.8696482272030976
239,0.0,1.0,0.0,10,3279,438,0.8696482272030976
240,0.0,1.0,0.0,10,3279,438,0.8696482272030976
241,0.0,1.0,0.0,10,3279,438,0.8696482272030976
242,0.0,1.0,0.0,10,3279,438,0.8696482272030976
243,0.0,1.0,0.0,10,5,1,0.0
244,0.0,1.0,0.0,10,5,1,0.0
245,0.0,1.0,0.0,10,5,1,0.0
246,0.0,1.0,0.0,10,5,1,0.0
247,0.0,1.0,0.0,10,5,1,0.0
248,0.0,1.0,0.0,10,5,1,0.0
249,0.0,1.0,0.0,10,5,1,0.0
250,0.0,1.0,0.0,10,5,1,0.0
251,0.0,1.0,0.0,10,75,2,0.33720322099466626
252,0.0,1.0,0.0,10,75,2,0.33720322099466626
253,0.0,1.0,0.0,10,75,2,0.33720322099466626
254,0.0,1.0,0.0,10,75,2,0.33720322099466626
255,0.0,1.0,0.0,10,75,2,0.33720322099466626
256,0.0,1.0,0.0,10,75,2,0.33720322099466626
257,0.0,1.0,0.0,10,75,2,0.33720322099466626
258,0.0,1.0,0.0,10,75,2,0.33720322099466626
259,7.703719777548943e-34,1.0,0.0,10,762,6,0.18347409851988383
260,1.1678943000037827e-10,0.997841881100877,3.616737122105751e-05,10,762,6,0.1835102658911049
261,4.311040473272887e-10,0.9947402279046074,5.629959934219664e-05,10,762,6,0.1835665654904471
262,7.703719777548943e-34,1.0,0.0,10,762,6,0.1835665654904471
263,4.793383944423085e-10,0.9988702115228938,7.297932693900444e-05,10,762,6,0.1836395448173861
264,3.70526053982544e-09,0.997728076961925,0.00020290283771701167,10,762,6,0.1838424476551031
265,7.703719777548943e-34,1.0,0.0,10,762,6,0.1838424476551031
266,1.8988785854050312e-10,0.9989311070848375,4.593326784471663e-05,10,762,6,0.18388838092294782
267,1.364367134105961e-09,0.9978544689609576,0.0001231244688248423,10,762,6,0.18401150539177266
268,4.783769490641008e-09,0.9967248070386382,0.00023054933168512037,10,762,6,0.18424205472345778
269,0.0,1.0,0.0,10,762,6,0.18424205472345778
270,5.369997082872864e-10,0.9988660210430581,7.7244180527819e-05,10,762,6,0.1843192989039856
271,7.703719777548943e-34,1.0,0.0,10,762,6,0.1843192989039856
272,3.1537300212168306e-10,0.9988706228398427,5.91958146157201e-05,10,762,6,0.18437849471860132
273,0.0,1.0,0.0,10,762,6,0.18437849471860132
274,4.0039278107194794e-12,0.9977200456910497,5.191995673337058e-06,10,762,6,0.18438368671427466
275,7.703719777548943e-34,1.0,0.0,10,762,6,0.18438368671427466
276,1.1171263413896079e-10,0.9990653744688037,3.523139921196572e-05,10,762,6,0.18441891811348662
277,8.207458834681922e-09,0.9964378351406429,0.00022648756636239886,10,762,6,0.18464540567984902
278,0.0,1.0,0.0,10,762,6,0.18464540567984902
279,0.0,1.0,0.0,10,762,6,0.18464540567984902
280,3.833212587414052e-10,0.9988692182703488,6.52619728258863e-05,10,762,6,0.1847106676526749
281,5.594511191637913e-10,0.9977898598419226,7.884239688304984e-05,10,762,6,0.18478951004955796
282,7.703719777548943e-34,1.0,0.0,10,762,6,0.18478951004955796
283,7.703719777548943e-34,1.0,0.0,10,762,6,0.18478951004955796
284,7.703719777548943e-34,1.0,0.0,10,762,6,0.18478951004955796
285,1.5478411278296178e-09,0.9988604941433118,0.0001311420403747876,10,762,6,0.18492065208993275
286,7.703719777548943e-34,1.0,0.0,10,762,6,0.18492065208993275
287,7.703719777548943e-34,1.0,0.0,10,762,6,0.18492065208993275
288,6.826130194384037e-10,0.9988702873490738,8.708954647299039e-05,10,762,6,0.18500774163640574
289,8.806944422912802e-09,0.9978013264496449,0.00031281773931854384,10,762,6,0.18532055937572428
290,7.703719777548943e-34,1.0,0.0,10,762,6,0.18532055937572428
291,7.703719777548943e-34,1.0,0.0,10,762,6,0.18532055937572428
292,7.703719777548943e-34,1.0,0.0,10,762,6,0.18532055937572428
293,7.703719777548943e-34,1.0,0.0,10,762,6,0.18532055937572428
294,3.0160212064233755e-10,0.9989198203125084,5.788898577280266e-05,10,762,6,0.18537844836149708
295,0.0,1.0,0.0,10,762,6,0.18537844836149708
296,0.0,1.0,0.0,10,762,6,0.18537844836149708
297,8.605751169457879e-11,0.9990688067626501,3.0922396000054864e-05,10,762,6,0.18540937075749714
298,7.703719777548943e-34,1.0,0.0,10,762,6,0.18540937075749714
299,7.703719777548943e-34,1.0,0.0,10,762,6,0.18540937075749714
300,7.703719777548943e-34,1.0,0.0,10,762,6,0.18540937075749714
301,7.703719777548943e-34,1.0,0.0,10,762,6,0.18540937075749714
302,8.51538632070878e-10,0.9988651334692715,9.727044955351594e-05,10,762,6,0.18550664120705065
303,7.703719777548943e-34,1.0,0.0,10,762,6,0.18550664120705065
304,5.6604454875399555e-12,0.9951684887744785,4.856458538010644e-06,10,762,6,0.18551149766558866
305,3.7165563213448774e-09,0.9971009871256472,0.00020321188507851917,10,762,5,0.18571470955066718
306,7.703719777548943e-34,1.0,0.0,10,762,6,0.18571470955066718
307,1.7337367568114296e-10,0.9956490046427683,4.450282005713513e-05,10,762,6,0.18575921237072432
308,2.122667057827482e-12,0.9981893095548986,4.856458538010644e-06,10,762,6,0.18576406882926233
309,0.0,1.0,0.0,10,762,5,0.18576406882926233
310,0.0,1.0,0.0,10,762,5,0.18576406882926233
311,1.902744498925574e-09,0.9977461604887888,0.00014616174214415745,10,762,5,0.1859102305714065
312,7.703719777548943e-34,1.0,0.0,10,762,5,0.1859102305714065
313,7.703719777548943e-34,1.0,0.0,10,762,5,0.1859102305714065
314,7.703719777548943e-34,1.0,0.0,10,762,5,0.1859102305714065
315,3.165132010939403e-09,0.9979656357834346,0.00018586108321100303,10,762,5,0.1860960916546175
316,3.038143537240411e-12,0.9977531483965917,5.810090396352052e-06,10,762,5,0.18610190174501384
317,0.0,1.0,0.0,10,762,5,0.18610190174501384
318,8.321110912086789e-11,0.9978102647023399,2.746106555115424e-05,10,762,5,0.186129362810565
319,7.883384230867275e-09,0.9977580911505992,0.0002959614132294064,10,762,5,0.1864253242237944
320,8.803464448878268e-11,0.9989064671087053,3.127559298465865e-05,10,762,5,0.18645659981677906
321,0.0,1.0,0.0,10,762,5,0.18645659981677906
322,0.0,1.0,0.0,10,762,5,0.18645659981677906
323,0.0,1.0,0.0,10,762,5,0.18645659981677906
324,0.0,1.0,0.0,10,762,5,0.18645659981677906
325,0.0,1.0,0.0,10,762,5,0.18645659981677906
326,1.5553545692669998e-10,0.9989066820930474,4.1571285085140186e-05,10,762,5,0.1864981711018642
327,2.0360563194306345e-09,0.9978099710572552,0.0001504089358837224,10,762,5,0.18664858003774792
328,7.703719777548943e-34,1.0,0.0,10,762,5,0.18664858003774792
329,4.0808450315023215e-10,0.9988508896253083,6.733700511030172e-05,10,762,5,0.18671591704285823
330,7.703719777548943e-34,1.0,0.0,10,762,5,0.18671591704285823
331,1.0249948442208943e-09,0.9988508896253083,0.0001067184688910705,10,762,5,0.1868226355117493
332,0.0,1.0,0.0,10,762,5,0.1868226355117493
333,2.186212735316637e-09,0.9979588458259612,0.00015643977439541712,10,762,5,0.1869790752861447
334,7.703719777548943e-34,1.0,0.0,10,762,5,0.1869790752861447
335,7.703719777548943e-34,1.0,0.0,10,762,5,0.1869790752861447
336,2.9283402508930025e-10,0.9988448586961198,5.704131300979243e-05,10,762,5,0.1870361165991545
337,8.755080340862722e-10,0.995640169429516,9.88333462103308e-05,10,762,5,0.18713494994536484
338,7.703719777548943e-34,1.0,0.0,10,762,5,0.18713494994536484
339,7.703719777548943e-34,1.0,0.0,10,762,5,0.18713494994536484
340,7.703719777548943e-34,1.0,0.0,10,762,5,0.18713494994536484
341,7.703719777548943e-34,1.0,0.0,10,762,5,0.18713494994536484
342,7.703719777548943e-34,1.0,0.0,10,762,5,0.18713494994536484
343,7.703719777548943e-34,1.0,0.0,10,762,5,0.18713494994536484
344,3.2647700681222926e-10,0.9988453393178351,6.022891579560152e-05,10,762,5,0.18719517886116044
345,7.703719777548943e-34,1.0,0.0,10,762,5,0.18719517886116044
346,3.7568392371917245e-10,0.9988974305256376,6.460855840445534e-05,10,762,5,0.1872597874195649
347,3.0040720293872026e-10,0.9977963527684331,5.777419675279116e-05,10,762,5,0.18731756161631768
348,5.299026043112229e-12,0.996699733276744,7.673204490021845e-06,10,762,5,0.1873252348208077
349,2.3345705594650933e-10,0.9978011123461334,5.0931005176557687e-05,10,762,5,0.18737616582598426
350,0.0,1.0,0.0,10,762,5,0.18737616582598426
351,2.206883060511161e-09,0.9966026128576753,0.0001408814472246278,10,762,5,0.1875170472732089
352,7.703719777548943e-34,1.0,0.0,10,762,5,0.1875170472732089
353,7.703719777548943e-34,1.0,0.0,10,762,5,0.1875170472732089
354,2.1567655814229984e-10,0.9988533139890573,4.895310206290415e-05,10,762,5,0.1875660003752718
355,7.703719777548943e-34,1.0,0.0,10,762,5,0.1875660003752718
356,7.703719777548943e-34,1.0,0.0,10,762,5,0.1875660003752718
357,7.703719777548943e-34,1.0,0.0,10,762,5,0.1875660003752718
358,7.703719777548943e-34,1.0,0.0,10,762,5,0.1875660003752718
359,7.703719777548943e-34,1.0,0.0,10,762,5,0.1875660003752718
